skill_name,domain,attack_id,technique_name,is_subtechnique,attack_url,stix_id,attack_version,modified
attack-ent-t1006-direct-volume-access,enterprise,T1006,Direct Volume Access,false,https://attack.mitre.org/techniques/T1006,attack-pattern--0c8ab3eb-df48-4b9c-ace7-beacaac81cc5,3.0,2026-04-15T19:59:05.018Z
attack-ent-t1007-system-service-discovery,enterprise,T1007,System Service Discovery,false,https://attack.mitre.org/techniques/T1007,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,1.6,2025-10-24T17:48:36.812Z
attack-ent-t1008-fallback-channels,enterprise,T1008,Fallback Channels,false,https://attack.mitre.org/techniques/T1008,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,1.1,2025-10-24T17:49:35.854Z
attack-ent-t1010-application-window-discovery,enterprise,T1010,Application Window Discovery,false,https://attack.mitre.org/techniques/T1010,attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830,1.3,2025-10-24T17:48:44.488Z
attack-ent-t1011-exfiltration-over-other-network-medi,enterprise,T1011,Exfiltration Over Other Network Medium,false,https://attack.mitre.org/techniques/T1011,attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87,1.2,2025-10-24T17:48:47.042Z
attack-ent-t1011-001-exfiltration-over-bluetooth,enterprise,T1011.001,Exfiltration Over Bluetooth,true,https://attack.mitre.org/techniques/T1011/001,attack-pattern--613d08bc-e8f4-4791-80b0-c8b974340dfd,1.2,2025-10-24T17:48:51.095Z
attack-ent-t1012-query-registry,enterprise,T1012,Query Registry,false,https://attack.mitre.org/techniques/T1012,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,1.3,2025-10-24T17:49:20.660Z
attack-ent-t1014-rootkit,enterprise,T1014,Rootkit,false,https://attack.mitre.org/techniques/T1014,attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,2.0,2026-04-15T22:32:28.874Z
attack-ent-t1016-system-network-configuration-discove,enterprise,T1016,System Network Configuration Discovery,false,https://attack.mitre.org/techniques/T1016,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,1.7,2025-10-24T17:48:56.618Z
attack-ent-t1016-001-internet-connection-discovery,enterprise,T1016.001,Internet Connection Discovery,true,https://attack.mitre.org/techniques/T1016/001,attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc,1.2,2025-10-24T17:48:26.017Z
attack-ent-t1016-002-wi-fi-discovery,enterprise,T1016.002,Wi-Fi Discovery,true,https://attack.mitre.org/techniques/T1016/002,attack-pattern--494ab9f0-36e0-4b06-b10d-57285b040a06,1.1,2025-10-24T17:48:44.123Z
attack-ent-t1018-remote-system-discovery,enterprise,T1018,Remote System Discovery,false,https://attack.mitre.org/techniques/T1018,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,3.6,2025-10-24T17:49:31.319Z
attack-ent-t1020-automated-exfiltration,enterprise,T1020,Automated Exfiltration,false,https://attack.mitre.org/techniques/T1020,attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9,1.3,2025-10-24T17:48:58.340Z
attack-ent-t1020-001-traffic-duplication,enterprise,T1020.001,Traffic Duplication,true,https://attack.mitre.org/techniques/T1020/001,attack-pattern--7c46b364-8496-4234-8a56-f7e6727e21e1,1.4,2025-10-24T17:49:00.388Z
attack-ent-t1021-remote-services,enterprise,T1021,Remote Services,false,https://attack.mitre.org/techniques/T1021,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba,1.6,2025-10-24T17:48:48.472Z
attack-ent-t1021-001-remote-desktop-protocol,enterprise,T1021.001,Remote Desktop Protocol,true,https://attack.mitre.org/techniques/T1021/001,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,1.4,2025-10-24T17:49:33.524Z
attack-ent-t1021-002-smb-windows-admin-shares,enterprise,T1021.002,SMB/Windows Admin Shares,true,https://attack.mitre.org/techniques/T1021/002,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,1.3,2025-10-24T17:48:45.700Z
attack-ent-t1021-003-distributed-component-object-model,enterprise,T1021.003,Distributed Component Object Model,true,https://attack.mitre.org/techniques/T1021/003,attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd,1.3,2025-10-24T17:48:53.724Z
attack-ent-t1021-004-ssh,enterprise,T1021.004,SSH,true,https://attack.mitre.org/techniques/T1021/004,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,1.3,2025-10-24T17:48:34.985Z
attack-ent-t1021-005-vnc,enterprise,T1021.005,VNC,true,https://attack.mitre.org/techniques/T1021/005,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b,1.2,2025-10-24T17:48:19.567Z
attack-ent-t1021-006-windows-remote-management,enterprise,T1021.006,Windows Remote Management,true,https://attack.mitre.org/techniques/T1021/006,attack-pattern--60d0c01d-e2bf-49dd-a453-f8a9c9fa6f65,1.2,2025-10-24T17:48:51.000Z
attack-ent-t1021-007-cloud-services,enterprise,T1021.007,Cloud Services,true,https://attack.mitre.org/techniques/T1021/007,attack-pattern--8861073d-d1b8-4941-82ce-dce621d398f0,1.1,2025-04-15T22:03:56.494Z
attack-ent-t1021-008-direct-cloud-vm-connections,enterprise,T1021.008,Direct Cloud VM Connections,true,https://attack.mitre.org/techniques/T1021/008,attack-pattern--45241b9e-9bbc-4826-a2cc-78855e51ca09,1.0,2025-04-15T22:18:53.305Z
attack-ent-t1025-data-from-removable-media,enterprise,T1025,Data from Removable Media,false,https://attack.mitre.org/techniques/T1025,attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec,1.3,2025-10-24T17:48:28.431Z
attack-ent-t1027-obfuscated-files-or-information,enterprise,T1027,Obfuscated Files or Information,false,https://attack.mitre.org/techniques/T1027,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2.0,2026-04-15T22:14:56.435Z
attack-ent-t1027-001-binary-padding,enterprise,T1027.001,Binary Padding,true,https://attack.mitre.org/techniques/T1027/001,attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5,2.0,2026-04-15T22:15:33.904Z
attack-ent-t1027-002-software-packing,enterprise,T1027.002,Software Packing,true,https://attack.mitre.org/techniques/T1027/002,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,2.0,2026-04-15T22:15:31.610Z
attack-ent-t1027-003-steganography,enterprise,T1027.003,Steganography,true,https://attack.mitre.org/techniques/T1027/003,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,2.0,2026-04-15T22:21:09.201Z
attack-ent-t1027-004-compile-after-delivery,enterprise,T1027.004,Compile After Delivery,true,https://attack.mitre.org/techniques/T1027/004,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617,2.0,2026-04-15T22:16:52.765Z
attack-ent-t1027-005-indicator-removal-from-tools,enterprise,T1027.005,Indicator Removal from Tools,true,https://attack.mitre.org/techniques/T1027/005,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,2.0,2026-04-15T22:19:28.558Z
attack-ent-t1027-006-html-smuggling,enterprise,T1027.006,HTML Smuggling,true,https://attack.mitre.org/techniques/T1027/006,attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb,2.0,2026-04-15T22:19:27.839Z
attack-ent-t1027-007-dynamic-api-resolution,enterprise,T1027.007,Dynamic API Resolution,true,https://attack.mitre.org/techniques/T1027/007,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4,2.0,2026-04-15T22:17:50.411Z
attack-ent-t1027-008-stripped-payloads,enterprise,T1027.008,Stripped Payloads,true,https://attack.mitre.org/techniques/T1027/008,attack-pattern--2f41939b-54c3-41d6-8f8b-35f1ec18ed97,2.0,2026-04-15T22:21:58.918Z
attack-ent-t1027-009-embedded-payloads,enterprise,T1027.009,Embedded Payloads,true,https://attack.mitre.org/techniques/T1027/009,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1,2.0,2026-04-15T22:18:17.938Z
attack-ent-t1027-010-command-obfuscation,enterprise,T1027.010,Command Obfuscation,true,https://attack.mitre.org/techniques/T1027/010,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,2.0,2026-04-15T22:16:39.249Z
attack-ent-t1027-011-fileless-storage,enterprise,T1027.011,Fileless Storage,true,https://attack.mitre.org/techniques/T1027/011,attack-pattern--02c5abff-30bf-4703-ab92-1f6072fae939,3.0,2026-04-15T22:18:39.119Z
attack-ent-t1027-012-lnk-icon-smuggling,enterprise,T1027.012,LNK Icon Smuggling,true,https://attack.mitre.org/techniques/T1027/012,attack-pattern--887274fc-2d63-4bdc-82f3-fae56d1d5fdc,2.0,2026-04-15T22:20:54.005Z
attack-ent-t1027-013-encrypted-encoded-file,enterprise,T1027.013,Encrypted/Encoded File,true,https://attack.mitre.org/techniques/T1027/013,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,2.0,2026-04-15T22:18:22.179Z
attack-ent-t1027-014-polymorphic-code,enterprise,T1027.014,Polymorphic Code,true,https://attack.mitre.org/techniques/T1027/014,attack-pattern--b577dfc1-0177-4522-8d5a-782127c8592b,2.0,2026-04-15T22:20:58.199Z
attack-ent-t1027-015-compression,enterprise,T1027.015,Compression,true,https://attack.mitre.org/techniques/T1027/015,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3,2.0,2026-04-15T22:16:53.338Z
attack-ent-t1027-016-junk-code-insertion,enterprise,T1027.016,Junk Code Insertion,true,https://attack.mitre.org/techniques/T1027/016,attack-pattern--671cd17f-a765-48fd-adc4-dad1941b1ae3,2.0,2026-04-15T22:19:48.489Z
attack-ent-t1027-017-svg-smuggling,enterprise,T1027.017,SVG Smuggling,true,https://attack.mitre.org/techniques/T1027/017,attack-pattern--78b9e70d-1605-459c-b23d-e3a25036968c,2.0,2026-04-15T22:22:02.298Z
attack-ent-t1027-018-invisible-unicode,enterprise,T1027.018,Invisible Unicode,true,https://attack.mitre.org/techniques/T1027/018,attack-pattern--e9b75bb0-b5ec-42c8-b728-f4f424d9c39e,1.0,2026-04-23T18:41:48.689Z
attack-ent-t1029-scheduled-transfer,enterprise,T1029,Scheduled Transfer,false,https://attack.mitre.org/techniques/T1029,attack-pattern--4eeaf8a9-c86b-4954-a663-9555fb406466,1.1,2025-10-24T17:48:45.522Z
attack-ent-t1030-data-transfer-size-limits,enterprise,T1030,Data Transfer Size Limits,false,https://attack.mitre.org/techniques/T1030,attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd,1.1,2025-10-24T17:49:20.770Z
attack-ent-t1033-system-owner-user-discovery,enterprise,T1033,System Owner/User Discovery,false,https://attack.mitre.org/techniques/T1033,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,1.6,2025-10-24T17:48:20.366Z
attack-ent-t1036-masquerading,enterprise,T1036,Masquerading,false,https://attack.mitre.org/techniques/T1036,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,2.0,2026-04-15T20:32:00.311Z
attack-ent-t1036-001-invalid-code-signature,enterprise,T1036.001,Invalid Code Signature,true,https://attack.mitre.org/techniques/T1036/001,attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52,2.0,2026-04-15T20:38:13.564Z
attack-ent-t1036-002-right-to-left-override,enterprise,T1036.002,Right-to-Left Override,true,https://attack.mitre.org/techniques/T1036/002,attack-pattern--77eae145-55db-4519-8ae5-77b0c7215d69,2.0,2026-04-15T20:41:03.753Z
attack-ent-t1036-003-rename-legitimate-utilities,enterprise,T1036.003,Rename Legitimate Utilities,true,https://attack.mitre.org/techniques/T1036/003,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,3.0,2026-04-15T20:40:54.471Z
attack-ent-t1036-004-masquerade-task-or-service,enterprise,T1036.004,Masquerade Task or Service,true,https://attack.mitre.org/techniques/T1036/004,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,2.0,2026-04-15T20:39:39.311Z
attack-ent-t1036-005-match-legitimate-resource-name-or-lo,enterprise,T1036.005,Match Legitimate Resource Name or Location,true,https://attack.mitre.org/techniques/T1036/005,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,3.0,2026-04-15T20:39:41.881Z
attack-ent-t1036-006-space-after-filename,enterprise,T1036.006,Space after Filename,true,https://attack.mitre.org/techniques/T1036/006,attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86,2.0,2026-04-15T20:41:09.462Z
attack-ent-t1036-007-double-file-extension,enterprise,T1036.007,Double File Extension,true,https://attack.mitre.org/techniques/T1036/007,attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e,2.0,2026-04-15T20:33:07.592Z
attack-ent-t1036-008-masquerade-file-type,enterprise,T1036.008,Masquerade File Type,true,https://attack.mitre.org/techniques/T1036/008,attack-pattern--208884f1-7b83-4473-ac22-4e1cf6c41471,2.0,2026-04-15T20:39:13.971Z
attack-ent-t1036-009-break-process-trees,enterprise,T1036.009,Break Process Trees,true,https://attack.mitre.org/techniques/T1036/009,attack-pattern--34a80bc4-80f2-46e6-94ff-f3265a4b657c,2.0,2026-04-15T20:32:49.027Z
attack-ent-t1036-010-masquerade-account-name,enterprise,T1036.010,Masquerade Account Name,true,https://attack.mitre.org/techniques/T1036/010,attack-pattern--d349c66e-18e1-4d8b-a2d7-65af7cbd2ba0,2.0,2026-04-17T14:21:43.719Z
attack-ent-t1036-011-overwrite-process-arguments,enterprise,T1036.011,Overwrite Process Arguments,true,https://attack.mitre.org/techniques/T1036/011,attack-pattern--514dc7b3-0b80-4382-80a9-2e2d294f5019,2.0,2026-04-15T20:40:03.475Z
attack-ent-t1036-012-browser-fingerprint,enterprise,T1036.012,Browser Fingerprint,true,https://attack.mitre.org/techniques/T1036/012,attack-pattern--afac5dbc-4383-4fb6-9ba6-45b25d49e530,2.0,2026-04-15T20:37:12.322Z
attack-ent-t1037-boot-or-logon-initialization-scripts,enterprise,T1037,Boot or Logon Initialization Scripts,false,https://attack.mitre.org/techniques/T1037,attack-pattern--03259939-0b57-482f-8eb5-87c0e0d54334,2.4,2025-10-24T17:48:20.077Z
attack-ent-t1037-001-logon-script-windows,enterprise,T1037.001,Logon Script (Windows),true,https://attack.mitre.org/techniques/T1037/001,attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3,1.0,2025-10-24T17:49:33.610Z
attack-ent-t1037-002-login-hook,enterprise,T1037.002,Login Hook,true,https://attack.mitre.org/techniques/T1037/002,attack-pattern--43ba2b05-cf72-4b6c-8243-03a4aba41ee0,2.0,2025-10-24T17:48:42.963Z
attack-ent-t1037-003-network-logon-script,enterprise,T1037.003,Network Logon Script,true,https://attack.mitre.org/techniques/T1037/003,attack-pattern--c63a348e-ffc2-486a-b9d9-d7f11ec54d99,1.0,2025-10-24T17:49:21.921Z
attack-ent-t1037-004-rc-scripts,enterprise,T1037.004,RC Scripts,true,https://attack.mitre.org/techniques/T1037/004,attack-pattern--dca670cf-eeec-438f-8185-fd959d9ef211,2.2,2025-10-24T17:49:28.955Z
attack-ent-t1037-005-startup-items,enterprise,T1037.005,Startup Items,true,https://attack.mitre.org/techniques/T1037/005,attack-pattern--c0dfe7b0-b873-4618-9ff8-53e31f70907f,1.1,2025-10-24T17:49:19.678Z
attack-ent-t1039-data-from-network-shared-drive,enterprise,T1039,Data from Network Shared Drive,false,https://attack.mitre.org/techniques/T1039,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,1.5,2025-10-24T17:49:13.555Z
attack-ent-t1040-network-sniffing,enterprise,T1040,Network Sniffing,false,https://attack.mitre.org/techniques/T1040,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,1.7,2025-10-24T17:48:36.910Z
attack-ent-t1041-exfiltration-over-c2-channel,enterprise,T1041,Exfiltration Over C2 Channel,false,https://attack.mitre.org/techniques/T1041,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,2.3,2025-10-24T17:49:06.675Z
attack-ent-t1046-network-service-discovery,enterprise,T1046,Network Service Discovery,false,https://attack.mitre.org/techniques/T1046,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,3.2,2025-10-24T17:49:31.494Z
attack-ent-t1047-windows-management-instrumentation,enterprise,T1047,Windows Management Instrumentation,false,https://attack.mitre.org/techniques/T1047,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,1.6,2025-10-24T17:48:19.670Z
attack-ent-t1048-exfiltration-over-alternative-protoc,enterprise,T1048,Exfiltration Over Alternative Protocol,false,https://attack.mitre.org/techniques/T1048,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,1.6,2025-10-24T17:49:10.460Z
attack-ent-t1048-001-exfiltration-over-symmetric-encrypte,enterprise,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,true,https://attack.mitre.org/techniques/T1048/001,attack-pattern--79a4052e-1a89-4b09-aea6-51f1d11fe19c,1.1,2025-10-24T17:48:59.332Z
attack-ent-t1048-002-exfiltration-over-asymmetric-encrypt,enterprise,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,true,https://attack.mitre.org/techniques/T1048/002,attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5,1.2,2025-10-24T17:49:05.552Z
attack-ent-t1048-003-exfiltration-over-unencrypted-non-c2,enterprise,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,true,https://attack.mitre.org/techniques/T1048/003,attack-pattern--fb8d023d-45be-47e9-bc51-f56bcae6435b,2.2,2025-10-24T17:49:39.079Z
attack-ent-t1049-system-network-connections-discovery,enterprise,T1049,System Network Connections Discovery,false,https://attack.mitre.org/techniques/T1049,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,2.5,2025-10-24T17:49:01.094Z
attack-ent-t1052-exfiltration-over-physical-medium,enterprise,T1052,Exfiltration Over Physical Medium,false,https://attack.mitre.org/techniques/T1052,attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549,1.3,2025-10-24T17:49:32.547Z
attack-ent-t1052-001-exfiltration-over-usb,enterprise,T1052.001,Exfiltration over USB,true,https://attack.mitre.org/techniques/T1052/001,attack-pattern--a3e1e6c5-9c74-4fc0-a16c-a9d228c17829,1.2,2025-10-24T17:49:10.994Z
attack-ent-t1053-scheduled-task-job,enterprise,T1053,Scheduled Task/Job,false,https://attack.mitre.org/techniques/T1053,attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,2.5,2026-04-06T13:58:22.807Z
attack-ent-t1053-002-at,enterprise,T1053.002,At,true,https://attack.mitre.org/techniques/T1053/002,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0,2.4,2025-10-24T17:49:36.495Z
attack-ent-t1053-003-cron,enterprise,T1053.003,Cron,true,https://attack.mitre.org/techniques/T1053/003,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c,1.3,2025-10-24T17:48:33.856Z
attack-ent-t1053-005-scheduled-task,enterprise,T1053.005,Scheduled Task,true,https://attack.mitre.org/techniques/T1053/005,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,1.8,2025-10-24T17:48:19.176Z
attack-ent-t1053-006-systemd-timers,enterprise,T1053.006,Systemd Timers,true,https://attack.mitre.org/techniques/T1053/006,attack-pattern--a542bac9-7bc1-4da7-9a09-96f69e23cc21,1.3,2025-10-24T17:49:11.261Z
attack-ent-t1053-007-container-orchestration-job,enterprise,T1053.007,Container Orchestration Job,true,https://attack.mitre.org/techniques/T1053/007,attack-pattern--1126cab1-c700-412f-a510-61f4937bb096,1.4,2025-10-24T17:48:25.363Z
attack-ent-t1055-process-injection,enterprise,T1055,Process Injection,false,https://attack.mitre.org/techniques/T1055,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,2.0,2026-04-15T22:26:41.663Z
attack-ent-t1055-001-dynamic-link-library-injection,enterprise,T1055.001,Dynamic-link Library Injection,true,https://attack.mitre.org/techniques/T1055/001,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,2.0,2026-04-15T22:26:57.009Z
attack-ent-t1055-002-portable-executable-injection,enterprise,T1055.002,Portable Executable Injection,true,https://attack.mitre.org/techniques/T1055/002,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662,2.0,2026-04-15T22:28:35.452Z
attack-ent-t1055-003-thread-execution-hijacking,enterprise,T1055.003,Thread Execution Hijacking,true,https://attack.mitre.org/techniques/T1055/003,attack-pattern--41d9846c-f6af-4302-a654-24bba2729bc6,2.0,2026-04-15T22:30:40.463Z
attack-ent-t1055-004-asynchronous-procedure-call,enterprise,T1055.004,Asynchronous Procedure Call,true,https://attack.mitre.org/techniques/T1055/004,attack-pattern--7c0f17c9-1af6-4628-9cbd-9e45482dd605,2.0,2026-04-15T22:26:41.151Z
attack-ent-t1055-005-thread-local-storage,enterprise,T1055.005,Thread Local Storage,true,https://attack.mitre.org/techniques/T1055/005,attack-pattern--e49ee9d2-0d98-44ef-85e5-5d3100065744,2.0,2026-04-15T22:30:51.339Z
attack-ent-t1055-008-ptrace-system-calls,enterprise,T1055.008,Ptrace System Calls,true,https://attack.mitre.org/techniques/T1055/008,attack-pattern--ea016b56-ae0e-47fe-967a-cc0ad51af67f,2.0,2026-04-15T22:30:27.359Z
attack-ent-t1055-009-proc-memory,enterprise,T1055.009,Proc Memory,true,https://attack.mitre.org/techniques/T1055/009,attack-pattern--d201d4cc-214d-4a74-a1ba-b3fa09fd4591,2.0,2026-04-15T22:28:52.682Z
attack-ent-t1055-011-extra-window-memory-injection,enterprise,T1055.011,Extra Window Memory Injection,true,https://attack.mitre.org/techniques/T1055/011,attack-pattern--0042a9f5-f053-4769-b3ef-9ad018dfa298,2.0,2026-04-15T22:27:04.367Z
attack-ent-t1055-012-process-hollowing,enterprise,T1055.012,Process Hollowing,true,https://attack.mitre.org/techniques/T1055/012,attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4,2.0,2026-04-15T22:30:23.429Z
attack-ent-t1055-013-process-doppelg-nging,enterprise,T1055.013,Process Doppelgänging,true,https://attack.mitre.org/techniques/T1055/013,attack-pattern--7007935a-a8a7-4c0b-bd98-4e85be8ed197,2.0,2026-04-15T22:28:53.747Z
attack-ent-t1055-014-vdso-hijacking,enterprise,T1055.014,VDSO Hijacking,true,https://attack.mitre.org/techniques/T1055/014,attack-pattern--98be40f2-c86b-4ade-b6fc-4964932040e5,2.0,2026-04-15T22:30:51.756Z
attack-ent-t1055-015-listplanting,enterprise,T1055.015,ListPlanting,true,https://attack.mitre.org/techniques/T1055/015,attack-pattern--eb2cb5cb-ae87-4de0-8c35-da2a17aafb99,2.0,2026-04-15T22:28:31.388Z
attack-ent-t1056-input-capture,enterprise,T1056,Input Capture,false,https://attack.mitre.org/techniques/T1056,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,1.4,2025-10-24T17:49:17.884Z
attack-ent-t1056-001-keylogging,enterprise,T1056.001,Keylogging,true,https://attack.mitre.org/techniques/T1056/001,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,1.3,2025-10-24T17:48:21.756Z
attack-ent-t1056-002-gui-input-capture,enterprise,T1056.002,GUI Input Capture,true,https://attack.mitre.org/techniques/T1056/002,attack-pattern--a2029942-0a85-4947-b23c-ca434698171d,1.3,2025-10-24T17:49:10.643Z
attack-ent-t1056-003-web-portal-capture,enterprise,T1056.003,Web Portal Capture,true,https://attack.mitre.org/techniques/T1056/003,attack-pattern--69e5226d-05dc-4f15-95d7-44f5ed78d06e,1.1,2025-10-24T17:48:54.254Z
attack-ent-t1056-004-credential-api-hooking,enterprise,T1056.004,Credential API Hooking,true,https://attack.mitre.org/techniques/T1056/004,attack-pattern--f5946b5e-9408-485f-a7f7-b5efc88909b6,1.2,2025-10-24T17:49:37.119Z
attack-ent-t1057-process-discovery,enterprise,T1057,Process Discovery,false,https://attack.mitre.org/techniques/T1057,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,1.6,2025-10-24T17:49:05.839Z
attack-ent-t1059-command-and-scripting-interpreter,enterprise,T1059,Command and Scripting Interpreter,false,https://attack.mitre.org/techniques/T1059,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2.7,2026-01-27T20:03:38.098Z
